,X_centroid,Y_centroid,Hoechst,AF1,CD31,Ki-67,AF2,CD163,CD20,CD4,CD8a,CD68,PD-L1,FOXP3,E-Cadherin,PD-1,CD45,Pan-CK,SMA,Cell type
84661,1632.2,4715.4,9085.2832,1365.0189,350.4811,391.1085,514.9104,311.8255,2643.2454,904.5,316.6227,661.4481,414.5472,278.9104,248.1792,301.4434,1759.3254,230.3443,298.8679,Others
84662,1829.7,4716.8,13994.9375,1139.6821,328.4569,379.1258,420.0828,254.5066,495.4073,1348.0663,283.2053,247.0596,372.7285,307.755,239.3146,358.9801,1962.5464,223.4834,287.8576,CD4+
84663,1849.5,4716.3,6767.8833,1423.5834,1197.7333,373.1375,476.3542,265.6542,714.4916,564.4958,329.0792,246.3792,340.0167,259.85,242.8417,319.3792,924.8875,223.85,305.0417,Others
84664,1619.2,4716.7,15899.1006,1333.4741,352.1762,387.9689,521.2875,263.6684,1451.627,997.7383,308.0674,260.9016,326.0855,401.0777,246.399,348.4534,1995.3756,242.3808,285.671,CD20+ CD4+
84665,1628.0,4717.2,12084.2461,1373.8651,330.9286,394.0675,539.5555,252.0635,3037.3967,1252.123,315.5952,324.9564,347.5873,269.4762,244.7897,312.9841,2111.5952,241.1984,288.3651,CD20+ CD4+
84666,1717.2,4717.6,15063.0898,1520.8606,379.4385,391.8401,513.7008,288.1967,3050.5042,660.332,329.2951,278.3484,357.7172,256.5984,244.2623,309.9508,1720.1926,231.1926,281.0,CD20+
84667,1751.0,4716.9,15409.9082,1371.3855,343.7366,375.1718,481.5229,268.2863,1504.9122,449.2824,297.4466,265.0114,320.9504,272.1259,246.5878,302.4046,969.6107,234.2481,297.2557,CD20+
84671,1857.4,4716.4,9687.6943,1288.5671,341.7836,364.7761,454.3881,266.6866,3107.0896,963.5373,800.2612,238.2612,317.1642,255.2612,246.3582,367.5597,2433.7612,214.6716,326.4105,Others
84672,1598.6,4718.2,16958.1484,1373.2045,344.8587,373.8439,530.3903,272.8364,545.8141,1447.4796,326.0818,261.855,306.3717,2221.8291,238.4907,334.9108,2270.9517,245.1301,279.8959,FOXP3+ CD4+
84673,1659.4,4718.4,12405.6797,1515.538,368.8604,395.807,535.4353,270.5688,1463.2156,1113.5975,323.3901,1048.0883,377.1971,273.7741,239.7639,335.3121,1946.115,231.3532,282.1109,Others
84674,1771.8,4719.0,13628.1172,1200.3807,323.1858,360.117,435.328,254.5092,1818.3097,1063.2133,295.461,274.1353,320.7798,267.656,244.0,312.5138,2141.6284,220.3509,293.7454,CD20+ CD4+
84675,1795.1,4718.2,9191.3086,1384.9264,330.3198,389.6938,475.9806,260.626,584.967,1249.9941,298.6686,353.5097,396.6395,284.5136,245.0639,352.1201,1861.2965,227.1182,289.7306,CD4+
84678,1593.3,4720.1,13678.5029,1378.6086,335.8081,388.947,521.8333,254.9369,1068.4041,1465.9799,721.0353,259.5505,330.75,978.649,238.4596,329.4243,2194.8057,238.7273,280.6919,Others
84679,1611.6,4717.8,16742.0918,1309.8142,338.8261,388.6087,496.3755,264.0988,1074.751,1160.1185,346.921,267.6917,330.4506,261.7115,244.7747,306.4427,2258.2332,245.2846,278.3953,CD20+ CD4+
84680,1691.6,4717.4,13705.2363,1225.1626,325.5618,393.5618,462.1095,247.8516,1020.5831,1130.2367,330.8198,245.1378,328.4488,552.2368,243.0353,337.4346,1636.947,231.0495,281.841,Others
84682,1555.0,4720.1,13633.3291,1661.5416,394.6528,458.4167,542.0579,342.5324,1046.9791,611.1551,564.1435,301.9051,385.6482,277.4653,243.9167,348.963,832.3542,227.2153,288.0972,CD20+
84683,1530.9,4717.3,7686.0547,1952.0477,423.2833,482.8976,591.8942,348.2662,516.0103,347.5905,296.7133,281.5563,304.2901,248.4573,251.4505,260.3686,271.4062,226.7065,471.1775,Others
84684,1572.3,4717.9,12750.0811,1461.7844,353.8687,394.6625,534.2281,282.6531,1513.5406,785.025,290.7812,283.4906,321.45,289.4312,246.225,289.2812,1085.7156,233.7031,294.7406,CD20+ CD4+
84685,1696.4,4717.1,9174.7773,1341.9907,335.463,453.8704,470.9259,265.9537,1685.2037,819.6667,1252.0186,261.9445,344.4722,295.0926,244.3148,339.4815,1989.3889,237.3333,277.0926,Others
84687,1544.7,4719.1,9710.7959,1684.1578,381.1645,433.8684,553.7533,288.8322,734.8224,636.9836,629.1118,271.3026,306.8322,254.5691,248.1809,318.4507,806.0197,234.5329,295.0855,Others
84689,1524.4,4717.2,3864.2766,1894.8103,404.0418,466.3955,592.0707,279.0193,483.3891,323.5016,292.3312,257.6013,287.3537,236.2572,247.3151,249.1961,256.0997,226.1929,542.3633,Others
84690,1566.9,4719.2,12460.9307,1574.0854,388.7438,410.8623,586.0413,287.5427,741.2094,508.0,289.5372,284.7961,310.3636,258.8044,248.5179,269.6501,630.4188,228.6116,295.8017,Others
84691,1635.1,4718.6,17599.8418,1363.2952,346.7665,412.3172,543.9868,264.9031,2145.3347,938.7489,301.3524,288.1145,336.8458,563.5154,239.0837,342.9604,1776.8678,236.0441,271.304,Others
84692,1742.5,4718.3,11590.958,1344.2548,327.4068,376.6844,475.4563,279.4487,1598.2091,990.4677,304.2928,274.4905,354.2395,581.4905,243.2586,315.4981,2006.0608,222.0989,310.3308,Others
84693,1872.7,4717.7,12492.8154,1324.4777,575.5796,377.5923,444.0828,250.6815,558.051,745.9299,270.0255,431.7771,339.6497,294.5032,249.8662,287.5096,1489.9618,222.4204,298.0127,CD4+
84694,1894.3,4718.7,6243.7622,2061.7542,653.6298,507.2873,540.7044,283.9613,536.5083,357.1409,295.4807,269.6105,310.6353,251.2155,249.2735,268.116,306.7762,221.395,335.2569,Others
84696,1675.2,4720.2,4581.5244,1535.5767,325.8524,484.9359,490.6874,285.8097,2426.1921,986.7126,326.3689,802.4505,424.6058,268.1689,241.2777,364.1398,1649.3204,230.8039,283.1922,Others
84697,1809.5,4718.9,12370.3789,1351.2988,331.2669,372.7968,477.761,251.8765,771.9124,1035.8087,293.741,250.9004,337.6653,418.6016,241.2908,293.1833,1822.0956,225.5418,304.749,CD4+
84698,1868.3,4718.0,12543.7549,1264.8726,447.3627,373.1569,430.2157,265.8235,1387.8922,731.7255,293.2843,245.9608,354.9314,324.5,247.5784,312.549,2176.7058,223.7353,290.2059,CD20+ CD4+
84699,1921.0,4720.1,9596.4346,1355.0234,351.7274,424.2341,431.0067,327.0736,1777.4231,621.4264,282.995,249.7926,327.7977,301.1656,246.6003,276.5134,1158.8662,228.209,294.2241,CD20+
84700,1537.6,4719.1,15142.9854,1819.3759,423.0638,497.3972,579.6773,396.8617,1069.6595,409.9503,306.7979,301.3652,321.8085,243.2801,249.3121,286.2376,508.7624,227.8794,349.3192,CD20+
84701,1651.2,4721.4,11670.0498,1443.8925,350.0353,408.2873,519.4976,261.3082,1767.8828,945.1476,310.3917,264.5153,316.6308,259.053,239.451,344.0786,2199.281,229.7978,284.0,CD20+ CD4+
84702,1705.1,4721.3,13965.374,1343.7275,339.4312,371.9162,487.1288,252.4252,3210.8594,1161.2006,435.7545,290.8353,327.5329,267.494,240.0419,315.3623,2331.2366,234.3683,279.7365,CD20+ CD4+
84703,1835.7,4719.2,11234.8965,1173.4701,321.3825,347.3506,431.3745,251.1753,1494.3666,1122.7172,382.9362,283.2151,389.6494,870.9681,238.3267,317.5259,2029.506,216.8566,273.6773,Others
84704,1858.6,4719.6,14952.9854,1280.7661,332.0547,365.9503,442.592,265.5075,3715.9155,784.7015,319.7562,219.8209,315.0696,278.597,246.2338,316.4975,2045.7214,224.9901,312.4129,CD20+ CD4+
84708,1699.0,4719.0,11673.3672,1272.2532,360.4557,948.9493,462.3418,245.8101,3091.6204,436.6456,2987.6077,257.5316,324.0127,271.3924,243.7722,334.8861,1507.2025,235.0127,263.1266,Others
84710,1549.6,4719.4,14893.8125,1732.6433,382.5146,427.5146,577.7836,291.2866,1254.6082,760.152,1126.0293,272.1345,313.1345,265.4795,243.5497,363.1696,1377.9064,238.1521,304.4561,Others
84711,1560.7,4721.2,12852.124,1759.5851,391.0825,429.8067,584.951,350.732,1479.7371,483.2526,304.5335,319.4021,342.75,266.6624,243.201,289.1598,739.4742,230.9278,299.3557,CD20+
84712,1575.9,4721.1,17448.4629,1362.4546,354.3058,377.595,541.2438,269.4421,1017.5579,879.3636,296.0703,272.8802,322.0785,269.2603,245.6818,298.9793,1343.7604,231.5083,289.405,CD20+ CD4+
84713,1604.0,4723.0,12094.291,1460.322,344.4594,385.8128,521.2723,273.9476,1878.1768,1164.3717,1538.6021,345.8744,382.64,292.3783,240.7827,338.2003,2812.0051,235.9607,287.6466,Others
84714,1645.0,4720.1,15760.1113,1253.4514,363.4417,430.2621,477.9175,261.699,1052.6359,516.4369,308.9806,261.0388,335.4806,273.1311,240.3398,322.3253,1684.2087,237.1068,283.9903,CD20+
84715,1684.7,4719.6,9862.7803,1330.5614,336.1053,408.3794,469.9079,263.1009,1278.6754,1137.3728,318.5307,280.3465,374.4518,549.739,245.3618,307.0175,1666.5044,237.0219,280.3509,Others
84716,1723.5,4719.8,15407.125,1399.4352,353.2963,375.1018,492.7546,276.162,2290.2546,569.7269,297.9676,264.4861,304.463,284.6574,240.963,294.287,1692.7778,228.0231,291.9398,CD20+
84718,1730.4,4721.2,10741.5908,1454.6255,349.5038,519.9677,487.1901,400.8099,2305.6731,842.1369,309.3802,340.0894,314.9506,344.0912,243.6312,471.9049,1744.4658,230.1103,294.9354,CD20+ CD4+
84719,1759.6,4720.3,13191.0684,1345.2451,343.9935,358.4183,466.9673,269.7418,4114.7549,652.5261,572.5883,290.3627,315.1242,271.6242,239.683,323.4379,2080.5947,225.9412,282.6536,CD20+
84721,1516.2,4719.8,7544.3286,1892.7163,410.8477,464.6367,575.7647,291.2803,468.1246,329.5986,289.7128,255.4187,291.3564,243.4325,246.8581,259.5398,251.0381,224.6367,440.9481,Others
84722,1784.1,4722.5,11355.8105,1243.7477,327.1986,372.3411,444.1916,246.1776,1109.7173,1156.243,300.5748,325.5911,327.2897,284.5724,244.7009,326.7079,2224.6494,223.9322,292.0631,CD20+ CD4+
84724,1639.7,4721.9,12825.7422,1549.4746,366.0373,445.5695,531.6475,292.9559,3152.1594,639.4576,328.7491,294.7932,324.0881,277.8983,239.6169,330.6475,1965.3594,240.2169,294.1593,CD20+
84725,1697.7,4722.3,8503.749,1403.082,340.6902,899.7358,464.1754,273.9658,3782.2778,704.5467,770.6264,329.7494,334.8907,283.5535,241.9635,332.9636,1529.3372,230.4077,272.6492,Others
84726,1737.4,4721.3,11444.1738,1494.5,354.5466,429.6017,484.928,275.8856,1925.2839,1444.5381,332.9364,262.6949,339.3136,472.2119,237.7924,662.6102,2654.7542,230.8051,291.089,Others
84727,1778.3,4720.5,11395.8672,1306.4468,354.9202,368.7128,446.9362,262.0638,1807.9681,1177.5798,310.8511,263.0638,340.5957,287.9947,247.2287,326.2181,2367.1914,219.133,280.9734,CD20+ CD4+
84728,1789.2,4720.3,5474.0991,1305.8018,305.9138,361.9828,449.944,256.6595,2355.1724,1140.6207,312.8664,367.9914,388.0862,382.9483,239.6552,302.9914,1954.4268,220.2328,287.0431,CD20+ CD4+
84729,1586.6,4720.4,14753.8994,1431.1958,347.7936,367.2698,574.7883,288.3386,1128.7937,820.2117,547.6667,377.6032,348.7672,282.873,248.6138,373.7249,1222.0741,237.1481,287.8095,CD20+ CD4+
84730,1616.0,4721.4,11330.7637,1457.5818,341.4682,380.4409,537.4682,273.2136,3006.9683,932.5864,326.05,278.1364,375.7591,259.9318,242.7909,340.9818,2205.1909,232.6954,291.9773,CD20+ CD4+
84731,1624.4,4721.8,15754.46,1311.0393,354.7875,402.2679,525.3187,265.4781,1593.0093,1235.6766,370.8314,279.8707,330.2887,293.5635,245.3557,393.8938,2266.6074,228.3418,287.8176,CD20+ CD4+
84732,1880.3,4720.6,7902.2485,1176.3228,337.4391,389.3069,405.2275,282.2328,450.4762,474.127,282.2222,252.5556,332.1534,257.2487,243.0529,285.2328,1270.1693,222.0741,302.6561,Others
84733,1886.9,4721.2,6853.5859,1171.4935,352.0643,366.527,391.4627,807.5579,415.8226,744.4113,266.6658,246.9897,335.9486,314.3522,248.4807,299.7532,1179.365,230.036,373.3008,CD163+ CD4+
84734,1532.0,4722.0,14662.6211,1945.7472,440.6394,503.3086,606.7026,551.3755,641.5613,674.3234,302.4052,313.4052,347.8959,251.5836,248.2825,276.8513,571.9628,227.0632,335.1933,Others
84735,1825.3,4720.9,11662.209,1108.4139,322.9338,358.8411,407.1888,254.9106,570.543,1513.2318,274.5563,375.745,374.4073,284.1821,237.0166,338.8808,2492.7451,216.5563,290.245,CD4+
84737,1665.1,4723.7,16145.4102,1396.7252,341.8586,385.1576,511.4121,272.8828,1662.0667,1114.806,333.2061,630.9919,355.4162,584.1192,240.8889,318.3071,2074.301,233.7333,277.8344,Others
84738,1754.7,4722.0,14922.2383,1289.0415,339.5181,363.1036,470.3213,259.4819,2050.1606,573.1813,298.4456,262.4301,325.9845,290.886,240.4041,302.9637,1158.5596,230.3886,297.6891,CD20+
84739,1765.9,4722.4,12787.9111,1354.2628,334.2543,383.7686,471.5229,257.2029,1069.9,965.2686,417.1257,265.6229,327.5657,273.0457,240.5914,310.9714,1539.3,224.6171,287.88,CD20+ CD4+
84740,1818.1,4720.5,9604.2451,1302.3444,341.0623,409.3517,442.0073,263.3993,557.5018,1438.1538,282.1942,1065.403,406.1575,414.6337,243.7179,308.3443,1640.8352,225.2344,296.0256,CD4+ CD68+
84741,1862.2,4723.1,13908.5635,1367.4698,327.8825,449.2014,456.6376,270.3423,3526.5503,787.5806,283.302,389.8591,376.3893,467.8121,242.5101,306.2148,1935.6913,221.0671,282.8792,Others
84742,1542.2,4722.2,12781.4346,1719.5839,389.0807,424.0497,555.4658,320.6149,598.2546,352.9689,316.0435,332.5528,319.8944,257.764,245.5901,290.4783,478.9565,230.4348,301.1429,Others
84743,1714.1,4722.1,15944.9766,1414.4591,353.5642,376.677,504.1556,258.2335,2037.8561,1192.2684,330.0662,273.0662,314.537,261.2607,244.7043,306.2451,2350.2686,222.7549,287.9689,CD20+ CD4+
84744,1842.6,4722.1,9413.9053,1319.5616,348.2797,366.1586,456.2159,261.2621,1636.2555,477.9736,340.2225,283.3128,399.8766,253.7643,239.9538,304.2709,1106.9252,227.4824,302.3921,CD20+
84745,1871.4,4721.7,7674.3584,1275.2637,408.6418,380.6119,436.3234,258.3781,1218.786,401.1343,266.0895,237.4677,313.9453,266.4577,243.9702,275.6915,1112.8657,218.9005,381.3781,CD20+
84746,1867.5,4723.1,10996.2246,1356.4694,343.6021,462.9439,447.2398,260.3622,1399.2806,689.8214,271.6531,322.6122,392.3571,365.1173,246.199,283.5918,1082.8877,225.4337,302.3673,CD20+
84748,1687.9,4724.6,10984.5146,1344.6694,338.682,385.774,477.1674,253.9958,2978.8618,1282.774,337.8285,265.0251,335.3724,362.2678,237.9289,350.0502,1809.5522,227.9205,273.4686,CD20+ CD4+
84749,1749.1,4722.6,10031.2344,1418.8085,340.9539,372.0425,475.2802,263.4823,2913.8298,597.8688,303.1418,278.6738,329.6241,301.4645,242.6418,311.6348,1317.5426,230.1241,322.1667,CD20+
84750,1835.6,4724.9,13741.9746,1398.7366,351.3683,413.1632,472.8182,268.0326,1697.1049,863.8112,317.5245,469.6037,353.1142,346.3986,239.4266,305.7483,1926.2773,228.0233,291.7343,CD20+ CD4+
84752,1876.5,4723.4,9035.9238,1119.4763,337.5564,392.3673,402.3273,257.9818,443.1418,565.5818,273.5091,247.1018,320.4,254.4146,243.1527,279.1491,1208.9927,228.2327,291.3564,Others
84753,1634.9,4724.4,11613.4033,1411.9365,341.9968,694.6794,523.4857,264.4381,2751.4443,568.5619,323.0921,294.9111,358.0,265.8349,239.0413,304.1016,1885.4064,221.4571,289.0699,CD20+
84754,1691.8,4723.0,7596.6406,1273.4832,332.7416,410.236,445.8764,262.8427,2917.573,787.5056,374.1124,272.5393,386.7416,305.9888,253.3933,341.6966,1242.3146,231.0562,276.3708,CD20+ CD4+
84755,1743.7,4725.0,14979.2354,1382.9347,344.5013,357.6266,485.7415,264.1645,2672.5144,608.0287,307.3368,270.8564,335.7859,316.6475,244.2428,311.9556,1765.2063,227.8486,304.5666,CD20+
84757,1613.3,4725.9,9112.7188,1221.1356,318.0814,365.6068,471.6034,252.0814,1053.9458,1061.139,341.3017,706.2068,441.0169,256.4237,248.7186,312.5254,1579.0441,233.0746,294.4373,Others
84758,1720.8,4724.7,13695.4414,1450.0543,346.7643,361.864,483.5408,341.432,2910.8337,895.568,313.2175,395.7855,339.9547,265.4743,241.5801,339.8278,2320.7947,230.8278,283.1571,CD20+ CD4+
84759,1808.7,4724.7,17709.9922,1327.4618,341.3534,376.8795,477.5422,256.1888,1738.6426,1540.0844,309.755,247.9398,351.0321,589.1486,238.0482,351.7711,2668.0603,223.0562,281.6546,Others
84760,1814.1,4724.6,14425.0898,1326.4746,344.8418,383.3582,461.4448,258.3701,1473.7881,1461.6388,328.1672,272.5522,359.0149,1315.7493,235.6866,321.0149,2251.8896,217.1702,288.0,Others
84761,1538.5,4725.8,8277.9102,1617.6761,376.1748,406.7378,551.9743,480.7584,567.6504,364.6889,290.6941,292.7918,294.4396,242.4884,245.91,286.3342,444.9332,226.9743,394.5656,Others
84762,1572.7,4725.3,14043.8711,1475.7415,355.8878,384.3503,523.3367,278.1054,1813.051,794.9626,297.1497,254.3231,328.0306,253.5,243.5612,305.7857,1295.5375,235.0442,295.4184,CD20+ CD4+
84763,1581.4,4724.6,17215.9824,1380.9696,404.0067,405.4933,551.6689,264.223,632.7399,968.8412,746.9932,257.9865,326.4155,401.6723,250.3345,313.0169,1430.0879,229.9257,294.3243,CD8a+ CD4+
84764,1671.5,4725.0,11786.3311,1262.8885,334.2343,380.7114,451.0771,263.1657,3621.3943,932.9229,302.2457,323.1857,311.6028,341.5686,243.3886,343.4572,1976.7543,232.4771,282.7943,CD20+ CD4+
84765,1549.2,4724.4,22683.041,1555.7778,449.0292,425.5614,554.9825,300.9708,771.0526,412.614,1814.1754,237.1462,330.0643,258.9298,245.807,340.1345,1451.1696,237.1228,298.0643,CD8a+
84766,1596.4,4725.3,14314.2832,1384.7163,333.2073,382.5746,531.6036,255.0255,829.5818,1532.92,403.8909,262.9127,354.6655,354.1382,240.9345,309.5527,2357.9854,232.1818,288.3927,CD4+
84767,1775.8,4725.7,6186.8276,1389.8582,319.0676,372.321,462.8277,247.402,869.9223,1486.3379,310.0034,305.7905,345.1284,380.8885,246.0237,345.7872,2397.554,218.6622,291.1588,CD4+
84768,1829.6,4726.4,14036.916,1356.5406,349.9651,397.0785,460.3169,263.6686,1657.9156,945.282,298.2296,247.8808,356.5116,278.407,241.5349,307.2325,1997.939,218.4012,290.3488,CD20+ CD4+
84769,1857.0,4723.8,13360.6016,1291.0088,339.5929,360.3628,436.8849,272.5575,4416.938,505.4779,288.0,240.1151,323.0089,260.0974,258.6637,322.4956,1863.8053,218.531,315.469,CD20+
84772,1587.5,4724.4,16006.0732,1458.835,356.8398,392.0922,568.2961,276.8398,1012.3495,911.8884,2037.4708,242.8252,333.8883,314.7961,241.6456,378.466,1928.068,236.5971,286.4272,Others
84773,1683.5,4728.1,11014.6514,1420.5273,332.5876,579.1525,489.5669,260.9642,2337.5706,1048.2335,314.4011,281.855,343.9416,294.6177,242.6723,353.2354,2206.3372,224.8456,275.226,CD20+ CD4+
84774,1762.3,4725.9,12908.3428,1321.8041,331.8082,367.6735,478.6612,258.7102,1036.0,795.498,1595.4572,275.6653,337.7061,283.302,240.6776,473.3347,2456.9919,225.9429,294.8735,Others
84775,1709.4,4724.9,12315.2256,1433.75,354.3715,373.007,515.0486,274.7708,3004.5486,633.2673,394.0451,292.4618,315.4965,255.5556,243.1701,294.4896,1736.3854,235.1806,286.6562,CD20+
84776,1790.6,4725.6,4243.5249,1186.0714,306.275,336.125,411.2214,249.8214,2288.6106,889.6643,291.8821,358.7214,365.9572,253.6143,223.5714,332.6857,1580.5,219.075,248.0429,CD20+ CD4+
84777,1819.3,4725.5,11407.7812,1274.9955,326.5205,377.2146,444.8036,243.3333,1123.6118,1481.2374,283.3151,353.3014,355.1872,625.2786,243.5936,315.4566,1967.9269,216.6438,287.5662,Others
84778,1824.5,4725.4,12864.0781,1321.9639,350.6084,384.4217,445.8615,262.6867,1004.2349,983.1085,297.1385,706.4277,376.9398,289.241,242.9518,309.0181,1455.7469,232.0241,305.2771,Others
84784,1736.7,4726.0,11500.6016,1474.8987,350.1013,395.9899,488.929,265.1723,1900.2703,1051.5912,315.6757,262.8412,318.1453,331.1081,237.027,622.2534,2648.2634,226.2872,295.0845,CD20+ CD4+
84785,1800.4,4725.3,9867.207,1344.9091,329.7413,381.2517,462.317,257.4662,1651.0187,1176.0256,303.7646,306.4965,331.8392,339.5618,241.6014,318.1655,1786.5361,230.2005,282.3543,CD20+ CD4+
84787,1520.0,4725.3,10739.4111,1945.8895,434.7393,499.2791,598.2178,384.9264,507.8528,426.7638,294.5828,281.8068,303.1472,251.9877,248.8589,253.7117,352.5828,227.7147,423.411,Others
84788,1882.1,4726.0,10120.5947,1193.6748,356.0035,372.0105,417.3776,300.507,452.4406,432.7168,303.3531,268.2483,313.8881,264.8531,244.6783,284.8881,1725.4615,227.4406,299.3042,Others
84789,1545.0,4726.5,13071.5215,1791.9579,396.7316,471.0,581.6895,305.2526,1164.5895,1088.4158,615.5263,254.7263,323.2263,279.3789,238.6526,374.1474,1643.5,235.1263,286.5737,CD20+ CD4+
84790,1657.8,4726.0,15135.9443,1361.4474,364.8882,388.5099,527.3224,263.852,1953.546,725.8882,294.3586,296.8388,314.5691,265.2961,242.0197,304.6908,1620.4243,230.8421,286.8322,CD20+ CD4+
84793,1626.8,4729.1,11553.3389,1341.4957,371.433,428.5898,526.094,253.3048,1037.3362,911.8975,1830.2621,286.1937,358.584,273.7122,240.7521,370.5698,2595.5955,229.0285,290.6325,Others
84794,1563.1,4727.6,5853.5718,1596.8619,437.6853,400.2797,548.4563,273.3881,985.257,424.8951,292.479,260.2552,306.6556,249.5542,241.5874,273.9353,580.1713,222.0717,311.4196,Others
84795,1608.4,4727.3,13003.5889,1291.9779,336.4209,380.6835,493.019,271.3734,1188.1171,592.7215,619.8386,594.2468,404.2563,270.7468,251.3513,317.9335,1572.462,224.0854,289.7247,Others
84796,1644.5,4726.7,11794.3604,1289.8408,327.0811,961.5195,482.03,263.0601,979.1652,1156.97,308.4054,264.6607,354.8409,281.7778,239.2973,396.6547,2250.2373,230.8859,269.5225,Others
84797,1769.6,4728.0,13945.0732,1272.4579,320.1598,372.5961,463.7991,247.5011,585.8186,1510.5421,353.9698,257.2484,326.8769,279.1879,243.1015,330.0389,2224.1902,216.7365,288.041,CD4+
84799,1552.4,4727.4,17020.8516,1642.1689,402.4189,423.8378,577.6284,342.1892,509.8581,883.8514,1828.1216,254.777,392.7567,270.9257,243.4054,355.9257,1404.8108,223.0676,284.277,CD8a+ CD4+
84800,1714.2,4726.3,11467.1709,1401.1842,335.6711,366.2895,483.9079,257.9737,2547.2896,1049.329,787.1447,268.1711,320.1974,258.3947,240.5132,341.9211,2754.6448,239.9868,275.1184,Others
84801,1727.0,4727.8,13179.9844,1427.6005,348.1306,383.3107,488.5666,310.2167,2035.7467,581.4125,301.436,368.9713,326.3055,280.8825,247.3551,293.6762,1290.1671,229.5144,291.5039,CD20+
84802,1751.1,4727.9,13479.4375,1300.3846,346.1114,374.0822,473.0133,257.7931,2052.8489,703.9178,295.6844,323.1326,340.8302,296.8727,241.1698,299.1406,1266.2653,227.7056,299.2334,CD20+
84803,1556.1,4727.8,15024.3145,1560.9482,369.4785,408.4052,554.3922,300.4612,776.9138,762.1681,367.5603,259.1638,320.8362,266.694,240.9138,289.3879,640.8233,228.3836,296.6724,CD4+
84804,1569.7,4728.4,16259.3232,1394.0299,362.2686,393.6617,533.7363,270.3483,1505.194,627.5273,293.6915,254.7214,345.4179,257.7065,246.2985,313.3085,1154.1493,234.1692,287.9055,CD20+
84805,1631.4,4728.4,12284.5957,1372.6914,357.929,936.3303,518.2778,264.0555,1544.8704,448.9938,938.2778,293.1173,344.6883,275.2006,241.2253,316.8271,1703.7809,227.3395,285.537,Others
84806,1692.1,4727.0,13405.0928,1300.4451,339.5838,383.0751,463.4393,269.4682,2893.3064,711.0693,323.1792,348.4971,349.5491,283.6301,238.1618,321.3584,1204.0463,232.185,265.6763,CD20+ CD4+
84807,1807.6,4729.8,14857.8174,1313.205,332.5225,381.2207,454.7342,258.0788,1899.9257,1261.8446,302.9234,344.2095,349.6306,283.9572,234.6194,369.3941,2458.313,223.8198,282.0203,CD20+ CD4+
